f1, f2 
2.6682829888928694,0.03245846101269134
3.0423102849318835,0.030591086786640468
2.238902125847266,0.03852633850871342
2.4870626911821496,0.03461465818255142
2.857655700816204,0.031215184704308035
2.772796495110055,0.03184708231283759
2.1279642405138848,0.039265765125987256
3.533110258716878,0.02988116827493022
2.5668664360645117,0.03383383321091656
1.9452551123860944,0.04839744159182865
3.9310313561898385,0.02960737111326563
3.0278637670657202,0.03078079756707042
2.4565437563284522,0.03490525105410828
2.5914759944505144,0.03325528716082823
3.1473560064564308,0.030404097625116193
2.032823741605726,0.04028659941570569
2.5833694817962614,0.03330331180531363
2.33234703757163,0.03592708301558783
3.994067707461236,0.017210249265213393
3.2645111061625838,0.030226064917980907
3.3434532311315937,0.030089378229317846
2.4204461399201063,0.035601064276382564
3.669466421103661,0.029749366954562397
2.6323738683006503,0.03287382171233336
3.5141763095270075,0.0299266151717589
3.435313687693591,0.030082295799654313
